region,scoreNN1b,scoreNN2b,nMDT,nRPC,nTGC,nBOL,clusE,rms_clustime,mindR,isolation,MET_dphi
endcap,0.5124,0.3759,26,8,8,3,2.433,1.502,0.321,0.133,-0.038
endcap,0.2823,0.2654,14,5,5,8,13.039,0.215,0.347,0.153,2.368
endcap,0.0,0.3037,15,7,3,5,3.735,1.743,0.463,0.077,-2.809
endcap,0.3003,0.6783,21,15,5,7,2.504,0.574,0.352,0.251,-0.38
endcap,0.3385,0.4251,11,5,3,3,2.605,0.409,0.147,0.225,0.386
endcap,0.4259,0.6372,13,10,4,4,5.257,0.594,0.164,0.162,2.679
endcap,0.7721,0.5993,20,9,5,9,7.46,0.056,0.368,0.185,2.423
endcap,0.3723,0.5022,19,9,1,7,5.314,1.596,0.008,0.177,-1.587
endcap,0.7035,0.5351,21,9,6,5,6.826,1.424,0.256,0.143,-2.013
endcap,0.2362,0.1905,18,13,7,3,10.495,1.137,0.385,0.171,-3.105
endcap,0.4138,0.2865,10,9,6,3,4.075,1.774,0.308,0.215,0.054
endcap,0.4629,0.8167,15,9,7,1,4.944,2.304,0.143,0.32,-0.341
endcap,0.0914,0.6779,22,10,4,3,4.471,1.248,0.239,0.137,0.753
endcap,0.101,0.5105,6,11,3,4,4.903,0.973,0.321,0.167,2.291
endcap,0.5608,0.4297,23,9,6,5,2.548,1.586,0.192,0.242,0.918
endcap,0.458,0.3954,13,14,5,5,4.205,1.909,0.402,0.178,0.343
endcap,0.5874,0.4277,11,6,7,0,10.396,0.468,0.196,0.199,1.853
endcap,0.389,0.701,13,8,9,4,7.017,1.507,0.341,0.199,2.829
endcap,0.5171,0.0743,12,2,8,1,2.099,0.267,0.313,0.368,1.696
endcap,0.4916,0.7766,26,10,6,3,8.071,1.782,0.12,0.138,1.092
endcap,0.1481,0.8399,9,9,9,2,4.331,0.369,0.255,0.102,-1.098
endcap,0.2262,0.7926,15,5,7,2,2.971,1.268,0.308,0.059,-1.892
endcap,0.654,0.2421,21,12,7,4,3.914,2.271,0.127,0.124,-2.823
endcap,0.0,0.699,23,16,6,6,8.408,2.122,0.265,0.241,1.636
endcap,0.4435,0.0697,17,10,9,3,9.643,1.347,0.158,0.122,0.928
endcap,0.2548,0.1289,21,9,3,2,8.626,0.09,0.314,0.295,1.368
endcap,0.2503,0.3252,16,4,3,1,7.047,1.703,0.287,0.234,1.49
endcap,0.7188,0.1909,22,16,8,4,3.155,1.791,0.125,0.131,0.142
endcap,0.7227,0.5593,20,10,9,8,2.779,0.609,0.246,0.224,1.269
endcap,0.2152,0.5982,14,5,7,2,6.684,1.996,0.357,0.244,-2.989
endcap,0.3763,0.1534,10,11,8,6,3.879,2.274,0.414,0.119,-1.764
endcap,0.5134,0.2813,24,15,8,4,5.129,1.629,0.104,0.228,0.107
endcap,0.1147,0.3956,13,8,7,8,8.335,0.253,0.265,0.096,1.693
endcap,0.1556,0.1292,13,6,5,4,2.825,0.866,0.449,0.285,1.506
endcap,0.1018,0.7131,15,10,6,4,7.944,1.686,0.385,0.378,0.876
endcap,0.4324,0.4145,13,10,10,5,8.149,2.489,0.263,0.161,0.375
endcap,0.3108,0.0951,16,9,7,3,5.269,2.152,0.359,0.296,-0.456
endcap,0.2667,0.587,17,6,1,3,4.65,1.416,0.189,0.3,1.637
endcap,0.3503,0.809,13,8,6,4,5.069,1.12,0.433,0.25,2.574
endcap,0.1537,0.345,17,7,4,3,3.094,1.462,0.29,0.242,-0.556
endcap,0.6161,0.1696,21,15,9,3,4.285,1.139,0.263,0.215,1.191
endcap,0.1953,0.3024,17,5,6,6,4.143,1.311,0.327,0.197,-2.564
endcap,0.8327,0.4465,25,16,3,6,0.682,1.291,0.422,0.139,-1.879
endcap,0.0013,0.3795,16,9,5,2,7.018,2.086,0.23,0.184,2.536
endcap,0.3022,0.4499,17,14,4,4,4.67,1.815,0.399,0.33,-0.451
endcap,0.5914,0.3391,18,11,4,5,3.446,1.266,0.4,0.18,-2.802
endcap,0.2855,0.2478,17,9,4,6,0.875,2.145,0.199,0.043,-1.77
endcap,0.3605,0.0829,27,6,4,2,7.716,0.499,0.155,0.379,-0.131
endcap,0.4096,0.6787,17,10,4,8,3.654,1.771,0.227,0.398,1.893
endcap,0.3431,0.4474,18,9,6,9,9.332,0.826,0.523,0.147,0.137
endcap,0.5771,0.434,16,6,9,1,4.434,1.416,0.477,0.194,-3.111
endcap,0.4981,0.333,13,9,8,5,5.761,1.514,0.373,0.261,0.344
endcap,0.5399,0.3973,17,9,3,3,2.86,1.924,0.203,0.162,-0.148
endcap,0.1155,0.3396,24,10,2,4,3.262,1.309,0.364,0.136,-2.823
endcap,0.4974,0.5089,22,6,12,4,6.58,1.568,0.368,0.201,-2.755
endcap,0.3714,0.5386,19,11,8,7,3.979,0.929,0.368,0.195,0.875
endcap,0.6323,0.3629,16,12,3,9,4.344,2.336,0.261,0.163,-0.328
endcap,0.3663,0.6827,14,11,7,8,7.626,2.563,0.301,0.343,0.835
endcap,0.5055,0.3018,14,3,4,3,4.394,1.883,0.479,0.191,0.675
endcap,0.3664,0.6274,28,9,5,2,10.724,0.341,0.4,0.133,-2.367
endcap,0.5262,0.7272,13,6,5,4,5.83,1.753,0.316,0.219,1.129
endcap,0.3062,0.5882,24,8,7,5,7.036,2.785,0.219,0.164,2.45
endcap,0.5041,0.5868,30,7,9,6,3.139,2.465,0.432,0.106,-2.845
endcap,0.1114,0.3531,12,13,3,2,4.757,0.894,0.228,0.19,3.126
endcap,0.428,0.7266,22,2,8,3,4.244,1.592,0.168,0.257,0.206
endcap,0.1462,0.1548,17,9,6,6,4.456,1.809,0.294,0.155,1.404
endcap,0.3618,0.1231,14,10,8,4,10.095,1.642,0.316,0.189,-0.555
endcap,0.224,0.2961,21,12,5,4,8.159,2.714,0.249,0.285,-0.759
endcap,0.3995,0.2926,13,4,3,3,11.675,2.094,0.274,0.083,1.463
endcap,0.5492,0.6539,22,10,6,5,4.921,1.327,0.3,0.165,-2.12
endcap,0.4454,0.1089,23,16,7,6,7.703,0.726,0.371,0.051,-0.173
endcap,0.6553,0.4997,15,8,4,4,1.722,2.493,0.189,0.186,2.571
endcap,0.3262,0.7836,16,10,3,3,5.106,1.263,0.344,0.27,-0.743
endcap,0.1404,0.4547,15,10,6,6,8.334,1.654,0.042,0.107,-2.92
endcap,0.0731,0.4615,20,8,4,1,3.078,0.299,0.227,0.147,0.518
endcap,0.3453,0.8189,25,11,9,6,7.195,2.055,0.242,0.23,1.974
endcap,0.281,0.1991,14,6,2,3,6.447,1.415,0.332,0.148,1.906
endcap,0.0355,0.1941,22,11,4,2,2.98,0.291,0.231,0.216,2.219
endcap,0.759,0.4737,21,5,8,5,1.136,1.558,0.247,0.277,0.582
endcap,0.5313,0.7365,14,5,11,5,3.907,1.129,0.347,0.119,-0.045
endcap,0.2189,0.3701,15,12,4,1,3.208,2.526,0.212,0.178,0.813
endcap,0.2712,0.1759,13,12,8,2,6.227,1.978,0.415,0.114,2.982
endcap,0.3063,0.3498,15,5,11,5,17.256,1.636,0.343,0.388,-0.311
endcap,0.3614,0.2833,21,5,5,7,2.538,1.566,0.233,0.274,1.186
endcap,0.4388,0.6891,22,5,4,1,3.114,1.68,0.364,0.134,2.719
endcap,0.3863,0.2558,21,13,6,4,8.472,2.535,0.176,0.124,-1.235
endcap,0.4365,0.1924,15,16,10,4,7.389,1.076,0.287,0.15,0.761
endcap,0.3777,0.5422,13,10,7,3,8.294,0.877,0.262,0.171,-1.767
endcap,0.144,0.2586,24,16,8,3,7.107,2.275,0.357,0.203,1.568
endcap,0.3066,0.6945,16,4,5,1,2.18,0.856,0.388,0.142,0.902
endcap,0.1645,0.3742,20,6,5,1,3.844,2.082,0.303,0.108,-3.073
endcap,0.4118,0.2454,25,5,8,4,3.107,1.518,0.486,0.174,-1.99
endcap,0.378,0.6832,23,6,7,7,4.269,1.172,0.401,0.221,0.503
endcap,0.4103,0.3788,32,7,7,8,5.668,1.161,0.344,0.265,-1.517
endcap,0.1776,0.2031,19,5,5,4,7.578,1.96,0.193,0.189,-3.025
endcap,0.2644,0.0717,20,9,2,3,2.38,1.333,0.375,0.081,-1.165
endcap,0.4795,0.6506,17,13,6,5,5.512,1.143,0.452,0.159,-0.674
endcap,0.3926,0.2613,17,5,7,5,5.904,2.202,0.26,0.065,-0.259
endcap,0.4202,0.1325,18,9,5,2,10.499,1.26,0.26,0.174,-0.601
endcap,0.1363,0.4714,20,10,7,6,8.081,1.34,0.378,0.323,2.949
endcap,0.1544,0.5916,23,5,5,9,3.312,1.344,0.371,0.129,2.608
endcap,0.352,0.8415,18,9,4,3,3.475,1.97,0.261,0.212,2.89
endcap,0.6123,0.4216,10,11,6,1,8.453,2.388,0.444,0.212,1.573
endcap,0.6996,0.5188,26,11,3,4,12.765,1.97,0.388,0.179,-1.267
endcap,0.33,0.3734,21,10,12,1,3.763,2.213,0.251,0.091,-0.624
endcap,0.5086,0.3129,20,14,1,3,8.829,2.506,0.351,0.206,-0.111
endcap,0.6484,0.1824,24,5,6,3,2.811,1.392,0.362,0.229,-2.555
endcap,0.1514,0.4362,17,15,9,3,3.424,1.209,0.364,0.185,-0.026
endcap,0.6284,0.1909,12,6,6,2,7.188,2.5,0.278,0.188,-2.755
endcap,0.2755,0.0,15,6,4,4,5.166,0.834,0.297,0.228,-3.1
endcap,0.5152,0.6336,14,11,5,4,5.999,1.185,0.234,0.13,0.33
endcap,0.7433,0.0556,23,9,3,1,2.999,2.145,0.219,0.268,-0.378
endcap,0.6932,0.805,18,6,2,0,6.006,0.558,0.279,0.278,1.981
endcap,0.296,0.2567,13,12,4,3,4.35,1.311,0.417,0.039,-1.632
endcap,0.5918,0.532,21,6,5,4,3.975,1.066,0.306,0.163,-1.006
endcap,0.4728,0.2683,23,10,5,1,5.018,1.347,0.28,0.16,0.93
endcap,0.053,0.0406,15,6,6,6,1.834,0.725,0.256,0.216,1.553
endcap,0.3321,0.2746,23,7,4,8,5.116,1.931,0.465,0.312,2.437
endcap,0.2157,0.61,22,6,6,3,5.546,0.181,0.33,0.176,1.703
endcap,0.3152,0.6901,23,13,7,8,15.854,1.468,0.227,0.218,-1.843
endcap,0.6434,0.2724,25,5,6,6,6.788,1.15,0.166,0.101,0.566
endcap,0.2024,0.7045,24,8,3,1,4.477,1.399,0.303,0.177,1.52
endcap,0.2706,0.1934,14,9,4,2,1.421,1.898,0.367,0.264,-2.48
endcap,0.4404,0.2239,18,9,8,2,12.032,1.62,0.437,0.13,-2.689
endcap,0.2657,0.4439,12,12,14,3,3.017,1.658,0.252,0.209,1.423
endcap,0.2829,0.1564,24,9,7,7,5.125,1.236,0.363,0.185,1.668
endcap,0.8015,0.4441,25,12,5,4,4.521,2.22,0.492,0.215,-2.279
endcap,0.1433,0.477,21,11,4,2,12.447,2.402,0.401,0.131,2.247
endcap,0.7071,0.1658,12,14,6,5,4.82,1.781,0.181,0.27,2.146
endcap,0.4333,0.2685,19,6,5,5,3.999,2.417,0.278,0.208,2.761
endcap,0.6414,0.4648,12,14,10,5,4.38,1.547,0.256,0.093,-2.331
endcap,0.2028,0.467,15,6,4,3,6.344,0.742,0.294,0.271,2.532
endcap,0.2601,0.4754,23,11,5,6,5.698,0.603,0.266,0.191,-1.458
endcap,0.2885,0.5109,26,9,12,5,1.403,0.633,0.123,0.136,-1.821
endcap,0.6511,0.3544,17,5,5,2,1.601,1.741,0.311,0.249,0.639
endcap,0.2331,0.7033,10,5,4,1,1.738,2.158,0.256,0.142,-2.12
endcap,0.3665,0.3307,20,7,10,2,3.5,0.794,0.308,0.173,-2.411
endcap,0.1575,0.5472,18,13,7,4,14.936,1.967,0.261,0.131,-2.123
endcap,0.1492,0.5183,24,8,2,4,7.503,1.358,0.313,0.154,-0.107
endcap,0.0486,0.3997,18,8,4,2,7.73,0.312,0.298,0.194,0.377
endcap,0.4105,0.0487,10,10,7,3,8.173,1.013,0.193,0.338,-0.468
endcap,0.4465,0.4112,16,12,8,3,7.59,1.296,0.253,0.275,-2.551
endcap,0.8289,0.244,11,5,7,5,4.7,0.911,0.376,0.031,0.661
endcap,0.083,0.0182,13,4,4,4,2.125,2.287,0.21,0.244,2.171
endcap,0.3667,0.3279,12,8,8,4,1.412,2.978,0.039,0.106,-0.337
endcap,0.3151,0.273,19,12,3,6,7.301,2.181,0.365,0.272,-1.508
endcap,0.1515,0.5559,17,7,6,3,2.409,1.255,0.42,0.162,2.696
endcap,0.3009,0.8032,17,8,8,7,8.334,0.949,0.405,0.276,-2.429
endcap,0.1932,0.41,12,8,8,5,9.479,1.619,0.403,0.127,-0.465
endcap,0.5974,0.3784,24,6,7,3,5.92,1.498,0.467,0.125,2.507
endcap,0.6488,0.2673,18,12,5,9,10.535,1.442,0.253,0.254,-2.054
endcap,0.0265,0.6937,29,10,5,2,6.375,1.352,0.277,0.201,-0.089
endcap,0.4273,0.9262,15,9,5,3,4.7,0.043,0.252,0.377,-2.577
endcap,0.4711,0.4051,17,9,5,5,4.075,1.231,0.215,0.199,-1.23
endcap,0.1943,0.4284,12,13,5,4,6.642,0.975,0.31,0.137,-2.665
endcap,0.2949,0.3956,15,7,9,4,7.735,1.197,0.305,0.291,2.262
endcap,0.3292,0.1381,21,7,7,2,14.019,1.485,0.249,0.276,0.394
endcap,0.1292,0.7055,13,4,6,6,12.202,1.379,0.505,0.426,0.459
endcap,0.4168,0.3946,16,4,12,3,2.417,0.921,0.303,0.22,1.648
endcap,0.7243,0.3142,15,6,9,1,11.112,1.553,0.293,0.302,-1.812
endcap,0.5758,0.3076,20,11,4,1,1.734,0.194,0.36,0.351,1.473
endcap,0.6476,0.2175,19,9,10,6,5.831,1.544,0.237,0.202,-1.099
endcap,0.4572,0.7118,28,9,8,0,16.45,1.589,0.418,0.23,0.492
endcap,0.6536,0.567,14,15,3,2,6.109,0.657,0.367,0.264,0.035
endcap,0.3932,0.5007,14,8,3,9,7.169,0.665,0.287,0.199,1.209
endcap,0.3457,0.1688,15,8,6,3,3.999,0.807,0.214,0.171,0.83
endcap,0.5275,0.5959,17,13,5,4,2.1,1.643,0.273,0.166,-0.325
endcap,0.2505,0.4215,21,9,4,2,2.67,0.897,0.434,0.324,0.169
endcap,0.0939,0.1068,26,10,2,5,2.74,1.053,0.211,0.288,2.774
endcap,0.4052,0.2167,19,7,3,3,5.128,1.284,0.221,0.333,2.159
endcap,0.2967,0.2693,16,9,9,5,3.698,1.159,0.285,0.162,1.839
endcap,0.7507,0.4256,23,12,9,5,5.931,1.923,0.311,0.261,3.108
endcap,0.222,0.6438,22,9,10,2,4.874,1.942,0.324,0.214,-2.829
endcap,0.4808,0.7141,14,12,9,5,6.741,0.458,0.333,0.231,-2.806
endcap,0.6211,0.4968,18,11,4,4,7.426,0.307,0.34,0.149,1.041
endcap,0.6109,0.0,24,7,7,7,2.962,1.352,0.249,0.159,-0.623
endcap,0.3623,0.8442,18,7,5,3,5.041,0.763,0.265,0.093,0.001
endcap,0.4773,0.6015,16,12,6,4,2.726,1.639,0.2,0.235,1.439
endcap,0.7594,0.5197,24,4,4,4,6.093,1.336,0.282,0.226,3.028
endcap,0.362,0.2516,16,6,1,3,2.768,0.72,0.301,0.131,-2.063
endcap,0.174,0.4116,21,8,7,5,11.974,2.078,0.364,0.297,2.543
endcap,0.0,0.3414,15,16,9,6,1.725,1.72,0.356,0.038,-1.123
endcap,0.6346,0.5907,18,9,8,1,4.19,1.553,0.235,0.019,-2.149
endcap,0.455,0.126,16,5,6,4,5.029,0.4,0.292,0.246,-2.887
endcap,0.7398,0.3886,8,10,3,3,6.93,1.814,0.309,0.229,0.491
endcap,0.2914,0.6773,17,10,6,5,0.579,1.017,0.27,0.184,-0.493
endcap,0.4607,0.5803,15,5,0,4,7.711,1.566,0.187,0.207,-1.829
endcap,0.247,0.2029,9,11,7,1,3.407,1.411,0.137,0.243,3.104
endcap,0.4052,0.4863,26,6,5,3,7.357,1.442,0.309,0.179,-2.706
endcap,0.2873,0.3821,15,10,6,5,5.944,0.83,0.389,0.16,2.823
endcap,0.0588,0.6392,11,11,6,4,3.07,2.917,0.329,0.168,-0.316
endcap,0.3399,0.2401,23,10,10,3,5.515,1.531,0.387,0.187,2.456
endcap,0.2817,0.3679,16,9,3,0,4.17,0.714,0.265,0.066,1.557
endcap,0.2477,0.7663,17,11,4,2,7.815,0.578,0.309,0.157,-2.559
endcap,0.5072,0.4425,24,10,4,6,4.826,0.844,0.204,0.224,-2.186
endcap,0.4204,0.7349,18,18,9,7,5.736,1.007,0.389,0.216,1.309
endcap,0.0751,0.5013,19,11,2,5,4.413,1.985,0.288,0.1,-1.868
endcap,0.4518,0.0837,20,6,8,4,9.338,0.57,0.226,0.146,-0.487
endcap,0.4297,0.608,13,16,2,5,3.918,0.214,0.373,0.2,0.431
endcap,0.7692,0.5696,16,8,11,2,5.519,2.357,0.319,0.274,-0.01
endcap,0.1846,0.2324,25,7,3,7,3.238,1.626,0.235,0.119,-0.034
endcap,0.5073,0.4505,22,7,3,7,17.534,1.459,0.175,0.106,0.533
endcap,0.2963,0.5808,13,5,6,4,7.707,0.585,0.113,0.124,-0.231
endcap,0.784,0.2289,18,10,10,2,1.37,0.597,0.461,0.221,-0.098
endcap,0.601,0.7764,17,10,4,4,8.265,1.863,0.266,0.232,-3.058
endcap,0.0689,0.3072,17,15,4,6,5.955,1.803,0.402,0.274,1.493
endcap,0.4865,0.3605,22,11,4,5,4.818,1.894,0.376,0.275,1.98
endcap,0.6164,0.3681,15,5,6,1,7.43,1.662,0.241,0.187,2.63
endcap,0.5683,0.6118,15,10,8,4,2.656,0.995,0.388,0.122,-2.731
endcap,0.2734,0.4858,18,10,5,3,5.576,1.435,0.359,0.304,-0.977
endcap,0.3736,0.4379,26,8,6,3,6.86,0.645,0.224,0.319,0.185
endcap,0.6175,0.3701,15,5,5,3,1.706,2.208,0.249,0.251,2.461
endcap,0.2693,0.434,13,10,4,7,4.961,1.886,0.191,0.279,-2.066
endcap,0.5147,0.4978,11,13,1,3,5.895,2.35,0.208,0.244,-0.855
endcap,0.3016,0.2482,21,8,1,1,1.144,1.197,0.309,0.186,-0.333
endcap,0.2503,0.2312,12,12,8,4,2.97,2.118,0.176,0.239,2.426
endcap,0.1568,0.3113,18,8,7,6,7.205,1.453,0.129,0.143,-0.742
endcap,0.6042,0.6535,14,10,4,4,4.217,1.282,0.291,0.275,1.384
endcap,0.0289,0.5963,14,9,6,4,5.576,3.26,0.336,0.235,-0.072
endcap,0.5641,0.3552,21,20,5,7,9.268,1.211,0.23,0.203,-3.09
endcap,0.5198,0.3181,23,8,5,5,3.699,2.356,0.423,0.196,0.866
endcap,0.2828,0.1092,16,9,9,6,5.97,1.638,0.383,0.208,-0.28
endcap,0.5228,0.512,19,9,8,3,5.174,1.562,0.308,0.269,-2.957
endcap,0.8123,0.5656,18,7,5,2,12.314,1.885,0.406,0.258,2.392
endcap,0.4987,0.3368,10,9,7,3,6.3,1.324,0.318,0.13,2.006
endcap,0.691,0.5021,14,4,6,10,12.442,1.057,0.275,0.09,-1.217
endcap,0.395,0.1638,18,9,7,3,6.232,1.295,0.363,0.16,-2.228
endcap,0.6726,0.1894,20,12,3,4,3.275,2.122,0.363,0.007,0.174
endcap,0.4544,0.2517,19,8,7,2,2.81,1.283,0.214,0.253,0.828
endcap,0.283,0.3259,21,9,6,2,4.845,1.965,0.225,0.058,-2.798
endcap,0.2284,0.6877,18,14,2,4,5.093,1.575,0.28,0.138,-0.276
endcap,0.4287,0.5997,23,10,10,4,3.041,2.684,0.268,0.102,1.473
endcap,0.6507,0.3417,9,8,2,2,2.935,0.638,0.4,0.176,0.729
endcap,0.307,0.284,18,15,7,4,6.099,2.063,0.399,0.206,-0.404
endcap,0.3329,0.1342,17,9,4,4,2.34,2.368,0.319,0.087,-1.678
endcap,0.4531,0.053,16,7,6,6,9.765,2.02,0.297,0.328,-1.239
endcap,0.2701,0.0548,18,11,7,3,3.028,1.627,0.312,0.341,2.602
endcap,0.4953,0.1948,11,12,5,6,1.147,1.265,0.041,0.134,3.03
endcap,0.2122,0.6224,18,12,10,2,10.429,1.214,0.205,0.227,-2.07
endcap,0.476,0.3629,25,10,4,5,2.574,0.84,0.132,0.041,1.863
endcap,0.5535,0.5576,17,9,10,6,8.329,0.078,0.394,0.3,2.091
endcap,0.2668,0.3907,16,17,7,7,6.315,1.876,0.454,0.156,-2.525
endcap,0.4957,0.4964,16,10,6,2,5.632,1.646,0.348,0.159,-0.685
endcap,0.4775,0.1162,19,6,2,5,2.256,1.609,0.315,0.084,1.231
endcap,0.3664,0.2599,17,1,4,6,3.183,0.954,0.135,0.271,-1.251
endcap,0.2397,0.1652,22,8,9,3,4.754,0.889,0.342,0.158,-3.033
endcap,0.4616,0.4043,22,6,7,3,5.284,1.092,0.397,0.1,0.143
endcap,0.3212,0.3517,18,12,6,5,3.682,1.162,0.333,0.232,0.34
endcap,0.765,0.3995,22,3,6,3,8.568,1.843,0.217,0.128,3.094
endcap,0.4551,0.5322,15,6,9,3,6.154,1.657,0.245,0.192,2.936
endcap,0.5243,0.8513,15,7,3,10,4.276,2.353,0.341,0.236,0.97
endcap,0.1872,0.4526,26,3,10,3,5.46,1.039,0.163,0.169,2.657
endcap,0.3581,0.3461,16,6,7,5,6.091,1.793,0.282,0.209,-1.332
endcap,0.5048,0.2976,21,7,8,4,2.664,2.618,0.255,0.07,2.939
endcap,0.4513,0.4899,11,7,7,3,8.109,1.33,0.194,0.225,-2.343
endcap,0.1821,0.4349,18,10,4,5,4.892,1.268,0.253,0.205,0.374
endcap,0.6265,0.4329,21,4,5,6,1.33,2.008,0.313,0.025,0.06
endcap,0.4272,0.2962,17,9,12,0,8.432,0.286,0.257,0.308,-0.367
endcap,0.1502,0.5377,13,15,10,4,2.889,0.645,0.354,0.139,1.867
endcap,0.235,0.3488,14,10,7,4,2.4,0.497,0.177,0.157,1.647
endcap,0.2209,0.8432,15,6,5,4,3.581,1.859,0.31,0.202,2.265
endcap,0.3177,0.4097,19,8,7,5,8.113,1.116,0.388,0.054,2.005
endcap,0.7244,0.3268,19,13,4,6,1.812,1.125,0.338,0.18,0.741
endcap,0.0405,0.3439,8,6,6,3,11.096,1.629,0.305,0.177,0.382
endcap,0.4629,0.3693,9,4,3,7,6.428,2.312,0.226,0.244,-1.985
endcap,0.8085,0.1791,22,8,3,4,3.159,1.675,0.275,0.218,-0.338
endcap,0.1662,0.5314,12,9,5,5,3.527,2.174,0.341,0.214,2.697
endcap,0.6279,0.7669,23,7,4,2,5.669,0.931,0.225,0.264,-1.254
endcap,0.3754,0.3022,24,8,4,7,9.894,1.73,0.286,0.303,-2.573
endcap,0.7611,0.1607,11,10,5,4,10.374,2.103,0.254,0.18,0.921
endcap,0.4464,0.5578,20,10,5,3,6.341,1.047,0.273,0.27,0.997
endcap,0.2107,0.3275,19,10,7,7,4.203,1.965,0.375,0.32,1.788
endcap,0.1497,0.847,20,4,4,6,7.995,0.319,0.18,0.171,-1.232
endcap,0.1411,0.2454,18,13,5,6,1.648,0.895,0.177,0.092,-0.201
endcap,0.1688,0.6429,17,8,2,3,2.139,1.811,0.385,0.212,0.411
endcap,0.3665,0.652,19,7,11,3,7.969,1.103,0.263,0.273,-1.606
endcap,0.7711,0.2683,24,9,10,3,3.149,1.599,0.184,0.131,2.654
endcap,0.1947,0.7898,30,10,3,6,6.617,1.366,0.34,0.22,-1.672
endcap,0.25,0.2719,17,6,4,5,4.523,1.799,0.351,0.29,-0.094
endcap,0.3183,0.5138,22,7,4,3,12.513,1.347,0.162,0.178,-1.733
endcap,0.0742,0.5784,11,14,8,5,2.187,0.574,0.278,0.229,-0.607
endcap,0.3229,0.5322,17,9,4,4,3.625,0.94,0.261,0.023,-2.863
endcap,0.2774,0.4631,16,14,7,3,6.882,0.27,0.391,0.167,-2.955
endcap,0.2375,0.4581,17,10,7,2,6.799,0.405,0.308,0.2,1.42
endcap,0.5952,0.1494,27,10,3,5,8.256,1.342,0.415,0.325,-0.523
endcap,0.4899,0.1112,21,8,7,5,6.797,0.706,0.4,0.281,0.03
endcap,0.4423,0.3255,15,6,8,4,3.951,1.619,0.267,0.168,-0.703
endcap,0.5532,0.6091,14,7,6,3,4.274,1.556,0.437,0.259,0.998
endcap,0.6017,0.3433,16,12,3,5,6.227,1.555,0.314,0.2,-1.23
endcap,0.0843,0.3632,17,10,6,8,6.895,0.388,0.416,0.065,0.322
endcap,0.3264,0.2145,24,9,6,3,4.754,1.974,0.286,0.178,2.349
endcap,0.6487,0.2118,18,12,9,1,8.439,1.817,0.517,0.191,-3.092
endcap,0.0747,0.5904,21,14,6,4,1.791,1.775,0.202,0.203,-2.187
endcap,0.589,0.7727,15,9,6,7,0.817,0.654,0.376,0.121,0.433
endcap,0.1973,0.6732,16,5,7,4,7.597,2.012,0.332,0.268,0.723
endcap,0.2388,0.4457,19,7,6,1,12.164,0.432,0.175,0.166,-0.129
endcap,0.7151,0.1678,26,9,9,7,13.218,1.19,0.23,0.195,2.76
endcap,0.6583,0.6769,14,8,3,3,4.76,1.043,0.275,0.372,-0.169
endcap,0.4013,0.1882,12,6,8,5,7.272,1.786,0.308,0.247,-0.476
endcap,0.5948,0.2569,20,10,5,3,9.036,2.21,0.27,0.216,1.657
endcap,0.4727,0.1142,17,7,4,4,3.817,1.486,0.307,0.125,-2.403
endcap,0.4736,0.1566,14,7,3,6,1.946,0.989,0.184,0.147,-0.644
endcap,0.2872,0.2154,17,13,10,3,4.785,1.225,0.128,0.273,-2.456
endcap,0.2274,0.4709,19,6,4,3,6.019,1.709,0.261,0.416,0.158
endcap,0.2427,0.5887,19,11,1,4,10.175,1.678,0.552,0.292,-0.851
endcap,0.6398,0.4882,21,6,7,3,4.649,1.469,0.24,0.145,-2.737
endcap,0.4757,0.3626,16,7,10,7,3.62,2.262,0.267,0.224,-1.621
endcap,0.1252,0.6003,14,8,8,0,8.788,2.551,0.121,0.081,-1.614
endcap,0.4536,0.2523,16,12,4,7,2.01,1.294,0.31,0.21,-3.119
endcap,0.4908,0.2356,14,7,7,6,5.635,1.484,0.357,0.195,-1.726
endcap,0.599,0.7302,10,10,6,3,5.804,1.559,0.236,0.135,0.782
endcap,0.1698,0.8401,19,6,9,3,4.591,1.583,0.398,0.227,0.314
endcap,0.3562,0.638,20,9,9,5,9.43,0.821,0.399,0.174,2.43
endcap,0.566,0.3394,16,12,5,3,8.391,0.849,0.095,0.195,1.008
endcap,0.6925,0.1553,20,8,6,4,6.446,1.557,0.304,0.257,-2.046
endcap,0.3819,0.4163,12,14,7,4,5.184,1.165,0.283,0.253,-2.762
endcap,0.4686,0.3701,16,13,8,3,3.073,1.128,0.365,0.14,1.921
endcap,0.1134,0.4633,20,11,5,5,3.773,0.82,0.282,0.293,-0.176
endcap,0.4066,0.4272,21,11,9,4,3.744,1.694,0.243,0.2,3.022
endcap,0.112,0.6598,17,7,7,0,5.86,1.399,0.374,0.381,0.734
endcap,0.2142,0.1994,20,13,6,3,9.226,1.768,0.333,0.221,0.271
endcap,0.8247,0.3475,18,8,6,5,3.559,1.408,0.248,0.136,-0.219
endcap,0.1961,0.8741,23,12,4,7,2.446,1.301,0.212,0.252,-0.544
endcap,0.381,0.5842,19,10,10,2,1.956,2.653,0.256,0.246,0.161
endcap,0.3685,0.3254,14,10,4,6,7.163,1.487,0.32,0.087,-0.68
endcap,0.5496,0.5128,20,12,6,5,0.663,1.887,0.277,0.112,0.872
endcap,0.1865,0.4801,21,10,8,4,7.093,1.928,0.209,0.162,0.761
endcap,0.6711,0.1455,21,5,5,2,8.225,0.515,0.277,0.26,1.933
endcap,0.632,0.6237,20,9,6,0,7.586,1.321,0.292,0.285,-2.863
